time,a_y,a_x,a_z,v_y,v_x,v_z,y,x,z
0.00266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.030645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.047337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.059281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.068047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.076703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.090418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.098304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.113514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.124131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.132696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.141545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.151737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.164667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.173106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.181783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.190508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.198685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.207681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.217166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.236081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.249137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.256366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.266577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.273665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.282958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.292722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.307654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.315187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.322526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.331192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.339614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.348911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.367843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.384257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.395964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.407282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.416498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.424477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.433261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.442976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
